name,state,pop2000,pop2010,fed.spend,poverty,homeownership,multiunit,income,med.income
Sabine County,Texas,10469,10834,12.78502861,18,83,3.3,18155,33589
San Augustine County,Texas,8946,8865,11.67084038,27.1,79.1,5.6,17184,25974
San Jacinto County,Texas,22246,26384,5.297642511,17.8,82.5,1.9,21453,46285
San Patricio County,Texas,67138,64804,9.008085921,16.6,66.2,15.8,20766,45189
San Saba County,Texas,6186,6131,12.0473006,23.4,77.7,3.4,19721,36308
Schleicher County,Texas,2935,3461,6.193296735,12.4,80.7,3.4,21299,55186
Scurry County,Texas,16361,16921,7.399148986,17.7,71,10.9,22424,42401
Shackelford County,Texas,3302,3378,7.784191829,13.2,77.8,8.2,22346,46629
Shelby County,Texas,25224,25448,10.29530808,25.4,76.2,5,20103,32425
Sherman County,Texas,3186,3034,12.86288728,12.9,78.7,4,21587,50069
Smith County,Texas,174706,209714,7.740193788,15.4,69.4,16.5,25374,46139
Somervell County,Texas,6809,8490,4.884805654,10.8,77,6.1,26314,52135
Starr County,Texas,53597,60968,6.752952368,38,79.4,5.8,11659,24441
Stephens County,Texas,9674,9630,7.410695742,19.9,74.2,9.4,19573,35691
Sterling County,Texas,1393,1143,7.321084864,21,78,1.8,20640,41548
Stonewall County,Texas,1693,1490,13.74161074,11.9,80.6,3.5,25177,52222
Sutton County,Texas,4077,4128,5.142684109,11.7,71.4,5,23325,56146
Swisher County,Texas,8378,7854,12.07397504,15.4,69.3,8.4,16513,37907
Tarrant County,Texas,1446219,1809034,4.530126023,13.4,63.4,27.7,27333,55306
Taylor County,Texas,126555,131506,9.438580749,16.5,61.9,18.4,22606,42403
Terrell County,Texas,1081,984,16.6402439,16.5,69.9,0.9,18871,35403
Terry County,Texas,12761,12651,10.22409296,16.6,72.6,5.7,22306,39498
Throckmorton County,Texas,1850,1641,17.61486898,13.2,81,4.6,20677,36339
Titus County,Texas,28118,32334,6.161532752,17.9,70.2,10,17520,39423
Tom Green County,Texas,104010,110224,8.544291624,16.8,67.9,19.4,22292,41398
Travis County,Texas,812280,1024266,16.54765266,16.2,52.6,40.3,31785,54074
Trinity County,Texas,13779,14585,9.803222489,16.6,81.1,2.6,19828,36814
Tyler County,Texas,20871,21766,7.68767803,18.3,81.7,3.1,19450,35346
Upshur County,Texas,35291,39309,6.621231779,13.1,77.8,6.1,21946,44403
Upton County,Texas,3404,3355,7.308494784,13.9,78.8,1.7,23112,49234
Uvalde County,Texas,25926,26405,7.895550085,26.7,73.5,7.8,17842,35087
Val Verde County,Texas,44856,48879,11.19581006,24,65.7,14.7,16615,36993
Van Zandt County,Texas,48140,52579,6.417885468,14.5,78.1,4.3,20989,43074
Victoria County,Texas,84088,86793,6.482320003,16.4,66.2,19.4,24146,48767
Walker County,Texas,61758,67861,5.00022104,23.8,58,26.3,13920,34259
Waller County,Texas,32663,43205,5.07642634,21.1,68.6,11.7,21621,47324
Ward County,Texas,10909,10658,6.915744042,17.3,74,10.3,20055,41117
Washington County,Texas,30373,33718,7.813452755,16,69.4,12.4,25464,43159
Webb County,Texas,193117,250304,6.256524067,29.8,64.6,20.4,14163,36684
Wharton County,Texas,41188,41280,8.541739341,17.2,69.3,11.3,21049,41148
Wheeler County,Texas,5284,5410,9.706654344,13.9,79,1.8,27282,42909
Wichita County,Texas,131664,131500,10.83935361,15.3,64.1,21.6,22837,42971
Wilbarger County,Texas,14676,13535,9.996675286,23.3,60.9,13.8,19916,40105
Willacy County,Texas,20082,22134,7.834146562,43.4,71.1,8,10800,22881
Williamson County,Texas,249967,422679,4.896197824,6.5,70.3,19.1,29663,68780
Wilson County,Texas,32408,42918,5.14248101,9,84.5,3.7,25149,60493
Winkler County,Texas,7173,7110,6.854149086,16.3,81.7,4.2,19309,41828
Wise County,Texas,48793,59127,4.353036684,9.8,81,5.5,24075,55207
Wood County,Texas,36752,41964,8.384972834,14,81.4,4.5,21682,41277
Yoakum County,Texas,7322,7879,6.945424546,25,85.2,3.4,19937,49146
Young County,Texas,17943,18550,8.049110512,15.6,69.1,10.6,24656,36900
Zapata County,Texas,12182,14018,6.692680839,37.6,75.9,3.5,13915,24496
Zavala County,Texas,11600,11677,9.172218892,43,67.8,14.7,10180,21707
Beaver County,Utah,6005,6629,9.492080253,17.9,76.7,11.7,16131,41514
Box Elder County,Utah,42745,49975,21.19475738,8.6,81.5,10.7,20465,55135
Cache County,Utah,91391,112656,4.722420466,14.9,63.9,25.6,19670,47013
Carbon County,Utah,20422,21403,8.879409429,12.6,70.8,12.8,20260,41967
Daggett County,Utah,921,1059,16.41454202,8.4,64.2,0.8,22862,36389
Davis County,Utah,238994,306479,9.473591992,6.5,78.3,15.9,25244,66866
Duchesne County,Utah,14371,18607,6.377062396,10.8,74.4,9.2,21787,52895
Emery County,Utah,10860,10976,7.789723032,10,80.9,5.4,19968,49237
Garfield County,Utah,4735,5172,9.590680588,9.8,79.5,4.2,23187,44745
Grand County,Utah,8485,9225,26.0195122,12.6,69,15.3,20611,41396
Iron County,Utah,33779,46163,4.998245348,20.9,63.2,26.3,16898,42247
Juab County,Utah,8238,10246,7.838766348,10.5,82.7,7,18193,53225
Kane County,Utah,6046,7125,7.289964912,9.9,76.2,4.3,25155,43540
Millard County,Utah,12405,12503,7.036951132,12.6,76.6,4.5,18839,44594
Morgan County,Utah,7129,9469,4.591509135,1.1,88.2,5.7,24276,70152
Piute County,Utah,1435,1556,14.02249357,13.2,89.1,0,16140,37708
Rich County,Utah,1961,2264,5.625441696,6.8,88.3,18.2,25376,54737
Salt Lake County,Utah,898387,1029655,8.261465248,10.3,68.5,27.1,25041,58004
San Juan County,Utah,14413,14746,17.2328089,25.8,78.2,5.5,15150,38076
Sanpete County,Utah,22763,27822,5.86097333,17.8,77.2,9.1,15731,42395
Sevier County,Utah,18842,20802,7.800499952,11.5,81.3,7,18856,45622
Summit County,Utah,29736,36324,3.512636274,7,74.4,29.8,40270,79461
Tooele County,Utah,40735,58218,10.74427153,6.5,75.6,10,22020,60590
Uintah County,Utah,25224,32588,5.122069473,11.7,75.1,13.1,24160,59730
Utah County,Utah,368536,516564,3.72482403,12.8,69.4,22.3,20210,56927
Wasatch County,Utah,15215,23530,3.448618785,6.1,77.9,10,26873,65204
Washington County,Utah,90354,138115,6.802041777,11.3,70.9,15.3,21378,50050
Wayne County,Utah,2509,2778,8.484521238,12.3,78.4,3.9,19829,49414
Weber County,Utah,196533,231236,8.888274317,11.5,72.6,19.8,22849,54086
Addison County,Vermont,35974,36821,9.354743217,11.3,75.6,12.9,26599,55800
Bennington County,Vermont,36994,37125,7.771690236,10.9,72.6,19.7,27962,47396
Caledonia County,Vermont,29702,31227,7.932686457,13.5,71.4,19.6,22504,42706
Chittenden County,Vermont,146571,156545,10.89409435,10.8,65.9,34.3,31095,59878
Essex County,Vermont,6459,6306,11.96083095,16.9,83.9,6.8,20040,37734
Franklin County,Vermont,45417,47746,8.705692623,10.5,74.8,16.9,24767,53623
Grand Isle County,Vermont,6901,6970,6.672596844,6.4,81.6,5.3,30499,57436
Lamoille County,Vermont,23233,24475,7.518406537,12,69,19.7,27164,52232
Orange County,Vermont,28226,28936,7.683404755,10,81.2,9,25951,52079
Orleans County,Vermont,26277,27231,9.340053615,14.3,76.6,13.4,20652,40202
Rutland County,Vermont,63400,61642,9.453392168,11.8,70,27.7,25426,47027
Washington County,Vermont,58039,59534,17.39013001,10.5,72.6,27.5,28337,55313
Windham County,Vermont,44216,44513,7.416035765,11.1,69.6,23.2,27247,46714
Windsor County,Vermont,57418,56670,11.19280042,9.7,72.1,23.4,29053,50893
Accomack County,Virginia,38305,33164,13.54706911,15.6,74.1,5.6,22766,41372
Albemarle County,Virginia,79236,98970,7.906112964,8.1,65.4,23.7,36685,64847
Alleghany County,Virginia,12926,16250,6.117353846,10.9,82.7,7.5,22013,43160
Amelia County,Virginia,11400,12690,5.995744681,10,83.2,2.5,24197,50135
Amherst County,Virginia,31894,32353,6.102556177,13.1,75.4,9.3,21097,44757
Appomattox County,Virginia,13705,14973,5.822012957,13.8,76,4.7,22388,49224
Arlington County,Virginia,189453,207627,70.48844322,7,47,61.3,57724,94880
Augusta County,Virginia,65615,73750,4.147891525,9.1,81.3,7.1,23571,50612
Bath County,Virginia,5048,4731,9.5239907,10.3,87,0.9,22083,50589
Bedford County,Virginia,60371,68676,5.425971227,8.7,84.5,3.8,27732,54110
Bland County,Virginia,6871,6824,14.76172333,11.7,84.8,2,20468,41552
Botetourt County,Virginia,30496,33148,6.209333896,5.6,87.2,4.4,29540,64724
Brunswick County,Virginia,18419,17434,9.023402547,21,70,3.2,16739,35184
Buchanan County,Virginia,26978,24098,10.97335878,21.8,79.5,1.8,16742,29183
Buckingham County,Virginia,15623,17146,5.643415374,19,74.7,4.4,16752,34720
Campbell County,Virginia,51078,54842,6.249899712,12.2,75.7,10.5,22044,43478
Caroline County,Virginia,22121,28545,7.532772815,7.7,82.9,2.4,25024,57690
Carroll County,Virginia,29245,30042,6.321516544,15.7,76.2,3.5,18670,36142
Charles City County,Virginia,6926,7256,7.897050717,9.7,85,1.9,23955,46337
Charlotte County,Virginia,12472,12586,9.651199746,15.8,77.9,4.1,17348,34881
Chesterfield County,Virginia,259903,316236,3.701084001,5.9,78.4,14.1,31711,71321
Clarke County,Virginia,12652,14034,10.54859627,7.3,75.8,9.3,34630,73244
Craig County,Virginia,5091,5190,6.16300578,7.2,85.7,1.8,23461,51291
Culpeper County,Virginia,34262,46689,5.513675598,6.7,72.6,10.3,27507,65132
Cumberland County,Virginia,9017,10052,5.557302029,16.1,77.8,5.5,19691,40143
Dickenson County,Virginia,16395,15903,9.990379174,19.1,80.6,5.1,16278,29080
Dinwiddie County,Virginia,24533,28001,5.417092247,11.8,75.8,3.1,23423,51459
Essex County,Virginia,9989,11151,7.81642902,8.4,74.8,8.4,23795,46235
Fairfax County,Virginia,969749,1081726,26.64888891,5.1,71.9,27.1,49001,105416
Fauquier County,Virginia,55139,65203,6.543333896,5.4,78.8,7,38710,83877
Floyd County,Virginia,13874,15279,5.812553178,14.5,78.5,3.6,21425,42044
Fluvanna County,Virginia,20047,25691,5.172044685,7.5,87.2,2,29407,68223
Franklin County,Virginia,47286,56159,5.18566926,13.2,78.5,7.8,23527,45555
Frederick County,Virginia,59209,78305,3.708511589,7.9,78.8,6.3,27977,61973
Giles County,Virginia,16657,17286,8.257433761,15,77.8,6.2,20985,41186
Gloucester County,Virginia,34780,36858,6.911281133,9.3,82.4,5.1,27395,59331
Goochland County,Virginia,16863,21717,4.931205968,7.1,91.2,0.9,38553,79574
Grayson County,Virginia,17917,15533,7.400502157,15.6,81.3,2.4,19499,32178
Greene County,Virginia,15244,18403,4.316035429,8.4,79.8,2.9,24969,54307
Greensville County,Virginia,11560,12243,3.144817447,16.8,74.6,2.7,17631,38574
Halifax County,Virginia,37355,36241,8.68982644,20,75.9,5.5,19909,34705
Hanover County,Virginia,86320,99863,6.913791895,4.3,83.9,8.2,34201,76425
Henrico County,Virginia,262300,306935,4.571006891,9.6,66.9,28.3,33001,60114
Henry County,Virginia,57930,54151,5.757714539,16.8,75.9,8.4,19206,34086
Highland County,Virginia,2536,2321,9.430417923,8.8,76.6,2.1,25690,43481
Isle of Wight County,Virginia,29728,35270,6.833342784,8.2,81.1,7.2,29547,62242
James City County,Virginia,48102,67009,3.447268277,7,76.5,16.9,38162,73903
King and Queen County,Virginia,6630,6945,7.010655148,13.1,80.4,0,21777,44442
King George County,Virginia,16803,23584,37.91994573,7.1,76.4,10,32630,76241
King William County,Virginia,13146,15935,5.581675557,7.6,85.4,4.7,26853,64946
Lancaster County,Virginia,11567,11391,11.7318936,10.1,77.1,4.8,29275,45209
Lee County,Virginia,23589,25587,18.5979599,21.2,73.8,6,16513,31352
Loudoun County,Virginia,169599,312311,8.940104575,3.2,80.8,16.2,45356,115574
Louisa County,Virginia,25627,33153,6.008686997,10.1,78.2,3.8,27562,54257
Lunenburg County,Virginia,13146,12914,6.868979402,16.3,74.4,2.2,17744,37424
Madison County,Virginia,12520,13308,6.393222122,12.6,81,1.9,26081,56608
Mathews County,Virginia,9207,8978,10.26531521,8.3,83,2.4,27011,47435
Mecklenburg County,Virginia,32380,32727,11.1958933,18.8,75.1,4.4,20162,36431
Middlesex County,Virginia,9932,10959,9.185965873,10.3,81.1,3.1,28539,50207
Montgomery County,Virginia,83629,94392,7.55628655,22.6,56.4,27.6,22040,43229
Nelson County,Virginia,14445,15020,9.471438083,11.9,77.8,11.8,26996,48118
New Kent County,Virginia,13462,18429,5.027131152,4.4,90.1,0.3,31741,70590
Northampton County,Virginia,13093,12389,12.56679312,18.6,71.1,5.5,23233,35760
Northumberland County,Virginia,12259,12330,9.896107056,10.9,84.3,2.2,28646,51944
Nottoway County,Virginia,15725,15853,16.47479972,17.3,64.3,5.4,20318,37344
Orange County,Virginia,25881,33481,7.474657268,9.7,78.4,5.8,26447,54916
Page County,Virginia,23177,24042,7.237085101,12.8,75.6,6.2,22969,41617
Patrick County,Virginia,19407,18490,7.612763656,14.5,81.3,4.2,18396,35813
Pittsylvania County,Virginia,61745,63506,5.802617076,15.1,79.4,4.1,20652,39224
Powhatan County,Virginia,22377,28046,4.601975326,4.7,89.6,1.1,25851,73593
Prince Edward County,Virginia,19720,23368,7.073647723,16.9,63.4,16.6,18192,36191
Prince George County,Virginia,33047,35725,45.70919524,6.7,75.4,9.1,25769,64171
Prince William County,Virginia,280813,402002,9.829366521,5.3,74.8,16.2,35737,91098
Pulaski County,Virginia,35127,34872,7.414688002,14.7,73.1,12.6,20976,41163
Rappahannock County,Virginia,6983,7373,8.639631086,10.3,72.5,0.9,37149,62117
Richmond County,Virginia,8809,9254,8.043656797,11.6,79.9,6.3,19965,42182
Roanoke County,Virginia,85778,92376,6.120615744,5.1,77.7,18.3,31046,59446
Rockbridge County,Virginia,20808,22307,6.358497333,12.4,76.4,5,23753,44417
Rockingham County,Virginia,67725,76314,4.386770448,10.2,74.7,9.7,25274,49930
Russell County,Virginia,30308,28897,9.348755926,17.2,77,5.7,17909,32780
Scott County,Virginia,23403,23177,9.996159986,18.4,77,4.8,18667,34250
Shenandoah County,Virginia,35075,41993,6.577810587,9.3,69.5,14.1,24502,50171
Smyth County,Virginia,33081,32208,8.608420268,19.1,72.9,8.5,19906,34864
Southampton County,Virginia,17482,18570,6.567474421,15.8,76.2,2.9,21201,45426
Spotsylvania County,Virginia,90395,122397,5.104732959,7.4,79.9,6.4,31012,76574
Stafford County,Virginia,92446,128961,5.292336443,4,78.4,9.4,34691,93065
Surry County,Virginia,6829,7058,7.194956078,6.6,74.2,4.4,23835,55030
Sussex County,Virginia,12504,12087,8.825432283,19.6,67,7.3,16735,37978
Tazewell County,Virginia,44598,45078,9.284018812,16.9,73.4,8,19016,35215
Warren County,Virginia,31584,37575,5.505389222,9.6,74.8,11.8,29098,60522
Washington County,Virginia,51103,54876,6.728952548,14.7,74.2,11.6,23488,40422
Westmoreland County,Virginia,16718,17454,10.35659448,9.7,76.1,3.4,27501,52990
Wise County,Virginia,40123,41452,11.53826112,20.3,69.7,8.4,17944,33608
Wythe County,Virginia,27599,29235,8.461980503,15.5,77,7.2,20589,38948
York County,Virginia,56297,65464,11.2160424,3.9,78.6,16.7,35823,81055
Alexandria city,Virginia,128283,139966,33.05986454,7.8,45.7,62.9,54345,80847
Bedford city,Virginia,6299,6222,15.34715526,16.5,66.6,22.8,20092,32262
Bristol city,Virginia,17367,17835,12.92368937,23.4,61.8,26.7,19700,32079
Buena Vista city,Virginia,6349,6650,8.790526316,20.6,64.8,14.7,19030,39955
Charlottesville city,Virginia,45049,43475,19.96184014,27.1,41.3,43.2,24578,42240
Chesapeake city,Virginia,199184,222209,7.578513922,6.8,74.9,16.8,29306,67855
Colonial Heights city,Virginia,16897,17411,21.81540405,7.5,65.8,20.4,26115,50571
Covington city,Virginia,6303,5961,19.52608623,18.6,68.7,10.2,20781,35277
Danville city,Virginia,48411,43055,11.09360121,24.4,54.6,24.1,18840,29936
Emporia city,Virginia,5665,5927,14.60958326,26,48.4,23.4,19245,32788
Fairfax city,Virginia,21498,22565,45.08154221,5,72.1,24.7,44008,97900
Falls Church city,Virginia,10377,12332,93.78949076,4.8,63.9,39.4,55389,114409
Franklin city,Virginia,8346,8582,13.21463528,22.1,46.3,31.2,19453,33174
Fredericksburg city,Virginia,19279,24286,15.88808367,17.6,39,46.3,27870,43558
Galax city,Virginia,6837,7042,14.92019313,32.3,63.3,19.4,19609,22333
Hampton city,Virginia,146437,137436,24.29591228,12.6,59.3,28.3,24051,49815
Harrisonburg city,Virginia,40468,48914,4.16862248,32.7,38.6,44.2,16750,37235
Hopewell city,Virginia,22354,22591,9.321189854,20.4,51.7,24.5,19148,37789
Lexington city,Virginia,6867,7042,14.10621982,30.8,51.2,29.8,17022,31571
Lynchburg city,Virginia,65269,75568,16.72804626,22.7,56.3,29.8,21586,37058
Manassas city,Virginia,35135,37821,25.22836519,13.4,68.2,23.5,28941,75173
Manassas Park city,Virginia,10290,14273,2.293491207,7.3,71.2,16.6,27335,70299
Martinsville city,Virginia,15416,13821,15.81065046,23.5,59.4,24.8,19766,32408
Newport News city,Virginia,180150,180719,32.49341242,13.5,52.1,36.4,24249,49562
Norfolk city,Virginia,234403,242803,24.96570471,16.5,46.6,42.9,23773,42677
Norton city,Virginia,3904,3958,16.7524002,22.6,54,30.8,24145,33944
Petersburg city,Virginia,33740,32420,13.15234423,20.2,50.8,34,19142,36449
Poquoson city,Virginia,11566,12150,4.671769547,4.9,84.8,6.1,36840,84315
Portsmouth city,Virginia,100565,95535,21.39404407,15.2,61.5,28.5,22302,45488
Radford city,Virginia,15859,16408,16.01157972,30.8,51.6,37.1,16496,29155
Richmond city,Virginia,197790,204214,30.12312084,25.3,44.9,43.8,26034,38266
Roanoke city,Virginia,94911,97032,12.42090238,20.9,56,34,22530,36422
Salem city,Virginia,24747,24802,16.90194339,8.8,68.8,22.4,27081,48828
Staunton city,Virginia,23853,23746,10.93994778,15.2,60.4,27.9,24077,42724
Suffolk city,Virginia,63677,84585,11.28772241,11.2,75.1,14.4,28441,65104
Virginia Beach city,Virginia,425257,437994,10.45136235,6.8,66.5,22.4,30873,64618
Waynesboro city,Virginia,19520,21006,8.352565934,19.4,58.7,27.2,23190,40977
Williamsburg city,Virginia,11998,14068,23.14728462,16.5,49.5,36.3,22851,50794
Winchester city,Virginia,23585,26203,12.85188719,17,50.6,29.3,26341,44873
Adams County,Washington,16428,18728,8.313541222,25.1,63.9,13.7,16689,40829
Asotin County,Washington,20551,21623,8.111085418,13.5,71.3,15.6,23731,41665
Benton County,Washington,142475,175177,33.96675363,12.7,69.7,21.9,27161,57354
Chelan County,Washington,66616,72453,7.279767573,11.5,68,18.1,24378,48674
Clallam County,Washington,64525,71404,10.62467089,14.3,71.1,10.9,24449,44398
Clark County,Washington,345238,425363,5.730239819,10.9,67.8,22.1,27828,58262
Columbia County,Washington,4064,4078,12.59784208,16.4,72.3,7.7,25810,43611
Cowlitz County,Washington,92948,102410,7.375519969,16.9,67.3,19.1,22948,45877
Douglas County,Washington,32603,38431,5.846894434,14.3,71.9,13.5,22359,48708
Ferry County,Washington,7260,7551,8.400874056,20.8,71.6,4.1,18021,35485
Franklin County,Washington,49347,78163,5.296086384,19.9,66.8,18,18660,47749
Garfield County,Washington,2397,2266,16.54810238,15.7,72.8,5.7,22825,42269
Grant County,Washington,74698,89120,6.548002693,20.4,62.6,14.1,19718,42572
Grays Harbor County,Washington,67194,72797,8.912152973,16.1,68.7,14.8,21656,41899
Island County,Washington,71558,78506,10.96018139,8,73.9,10.8,29079,57190
Jefferson County,Washington,25953,29872,10.28478174,13.5,73.8,9,28528,46048
King County,Washington,1737034,1931249,8.944432851,10.2,59.9,38.1,38211,68065
Kitsap County,Washington,231969,251133,13.95298507,9.4,68.4,19.4,29755,59549
Kittitas County,Washington,33362,40915,6.222607846,21.2,56.5,23.6,23467,41232
Klickitat County,Washington,19161,20318,10.18919185,19.5,69.9,10.2,21553,37398
Lewis County,Washington,68600,75455,8.55154728,13.3,72.2,11,21695,43874
Lincoln County,Washington,10184,10570,12.44418165,12.1,78.5,4.4,24757,45582
Mason County,Washington,49405,60699,7.480255029,15.6,80.9,4.3,22530,48104
Okanogan County,Washington,39564,41120,9.072470817,19.5,68.6,9.8,20093,38551
Pacific County,Washington,20984,20920,10.758174,16.8,74.2,9.9,23326,39642
Pend Oreille County,Washington,11732,13001,9.448427044,18.3,79.3,6.4,22546,38896
Pierce County,Washington,700820,795225,12.60643088,11.6,63.3,24.8,27446,57869
San Juan County,Washington,14077,15769,6.175470861,10.1,70.4,7.8,35487,50726
Skagit County,Washington,102979,116901,7.013199203,11.7,70.1,16.7,26925,54811
Skamania County,Washington,9872,11066,5.569221037,9.4,76.2,5.5,24140,48704
Snohomish County,Washington,606024,713335,5.038974675,8.4,68.1,26.1,30635,66300
Spokane County,Washington,417939,471221,8.100598233,14.1,65,24.1,25127,47250
Stevens County,Washington,40066,43531,7.638074016,15.1,80.6,5.9,21773,42845
Thurston County,Washington,207355,252264,17.45137237,10.3,67.4,19.2,29707,60930
Wahkiakum County,Washington,3824,3978,11.00326797,12.2,72.3,5.8,23115,40372
Walla Walla County,Washington,55180,58781,9.048740239,17.5,61.8,22.4,23027,45575
